OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N0.HOG0023070,-118578.302403,-118578.302403,-118568.953622,-118568.953622,-118915.723192,0.37905,0.37905,0.38775,0.32156,0.38775,0.32156
N0.HOG0023072,-44057.686319,-44057.686319,-44047.412342,-44047.412342,-44235.957437,0.26188,0.26188,0.26933,0.17936,0.26933,0.17936
N0.HOG0023077,-82308.761491,-69176.98258,-70989.565605,-69107.078523,-70390.563339,2,0.11099,0.20515,0.13008,0.11496,0.08069
N0.HOG0023078,-25803.863518,-25803.863522,-25789.700288,-25789.700295,-26212.030614,0.22874,0.22874,0.2496,0.17207,0.24962,0.17209
N0.HOG0023079,-52980.665663,-52980.665665,-52964.918543,-52964.918535,-53393.892326,0.28399,0.284,0.29691,0.21872,0.29691,0.21873
N0.HOG0023080,-29941.559275,-29675.832651,-29655.723694,-29652.260826,-30746.206715,0.19147,0.15862,0.15482,0.10023,0.15927,0.111
N0.HOG0023081,-19162.89458,-19162.89458,-19154.594221,-19154.594221,-19451.857663,0.19655,0.19655,0.20945,0.14927,0.20945,0.14927
N0.HOG0023082,-132097.574444,-132097.56518,-131997.523951,-131997.545998,-133249.82888,0.16948,0.16971,0.17816,0.08426,0.17715,0.08441
N0.HOG0023083,-81156.049103,-81215.428051,-81699.674858,-81066.275826,-81733.60945,0.20772,0.21607,0.17485,0.96497,0.18096,0.28894
N0.HOG0023091,-117589.005588,-117547.47821,-117470.749918,-117445.384201,-119937.689956,0.18414,0.18655,0.21895,0.11879,0.20528,0.13236
N0.HOG0023092,-116908.984448,-107893.304473,-108763.336294,-107773.120492,-109635.927402,1.31489,0.25576,0.15088,0.20324,0.28438,0.18988
N0.HOG0023100,-35707.605747,-35567.748062,-35615.666237,-35842.784072,-36597.41754,0.10534,0.08183,0.0911,0.0822,0.10353,0.09166
N0.HOG0023102,-48407.881768,-48375.126307,-48346.229663,-48444.418772,-49149.47251,0.22182,0.19421,0.21024,0.14016,0.22544,0.15505
N0.HOG0023103,-35365.426549,-35365.426549,-35362.584636,-35362.584636,-35909.596601,0.10649,0.10649,0.10874,0.08965,0.10874,0.08965
N0.HOG0023114,-14952.669511,-14952.669513,-14948.67113,-14948.671131,-15463.068695,0.11528,0.11527,0.12476,0.09603,0.12476,0.09602
N0.HOG0023115,-31848.956118,-31848.956118,-31848.069499,-31848.069499,-31900.491148,0.33559,0.33559,0.33875,0.29246,0.33875,0.29246
N0.HOG0023117,-18472.292135,-18472.292135,-18472.076881,-18472.076881,-18667.187006,0.19369,0.19369,0.19569,0.18404,0.19569,0.18404
N0.HOG0023118,-53922.251851,-53850.531498,-62317.782996,-56827.509886,-54982.871308,0.11578,0.10756,0.18755,0.28248,0.09257,3.05604
N0.HOG0023120,-51794.985024,-51794.985024,-51786.819624,-51786.819624,-52655.016106,0.12037,0.12036,0.12443,0.09656,0.12443,0.09657
N0.HOG0023128,-95493.001785,-95493.001787,-95437.088723,-95437.088702,-96339.696379,0.20883,0.20883,0.2199,0.1242,0.21989,0.12423
N0.HOG0023130,-47979.17016,-47979.17016,-47890.712476,-47890.712475,-49098.802164,0.21298,0.21297,0.25021,0.12992,0.25021,0.12992
N0.HOG0023132,-29460.718099,-29460.718393,-29457.153678,-29457.155613,-30355.737067,0.08772,0.08774,0.09155,0.07509,0.09154,0.07493
N0.HOG0023144,-50549.890109,-50549.890692,-50549.463954,-50549.459529,-51253.86465,0.22964,0.22955,0.23244,0.22306,0.23241,0.22273
N0.HOG0023152,-55589.047013,-45715.819372,-46548.948039,-46347.949768,-45870.514295,2,0.05774,0.05586,1.37415,0.07832,0.01678
N0.HOG0023154,-22266.090215,-22266.090218,-22228.712902,-22228.712768,-22533.789925,0.2175,0.21748,0.24197,0.10452,0.24192,0.10441
N0.HOG0023155,-19977.922184,-19977.922184,-19976.601029,-19976.601029,-20078.954403,0.18702,0.18702,0.18968,0.15328,0.18968,0.15329
N0.HOG0023156,-27091.39574,-27091.39574,-27081.683524,-27081.683521,-27312.296763,0.22801,0.22801,0.2396,0.16232,0.23961,0.16233
N0.HOG0023157,-55885.280271,-55885.280325,-55787.471123,-55787.471068,-56521.373533,0.18948,0.18948,0.20465,0.07333,0.20462,0.07325
N0.HOG0023160,-59311.209623,-59311.209624,-59284.055455,-59284.055455,-60032.832199,0.1958,0.19581,0.20715,0.13669,0.20715,0.13669
N0.HOG0023161,-81649.323783,-81649.323785,-81559.85473,-81559.854734,-82480.702123,0.17129,0.17128,0.18106,0.07437,0.18107,0.07438
N0.HOG0023162,-31936.576582,-31936.576579,-31916.4187,-31916.41869,-32378.477657,0.19395,0.19395,0.20748,0.12826,0.20745,0.12828
N0.HOG0023163,-48470.644958,-48470.644958,-48469.532939,-48469.532939,-48614.015384,0.44972,0.44972,0.4575,0.42196,0.4575,0.42196
N0.HOG0023164,-35853.582702,-35853.582702,-35842.2697,-35842.2697,-36080.874269,0.21793,0.21793,0.22626,0.15356,0.22626,0.15356
N0.HOG0023168,-17320.165742,-17320.165742,-17305.341964,-17305.341964,-17400.300099,0.31845,0.31845,0.33534,0.15821,0.33534,0.15821
N0.HOG0023171,-13062.146425,-13062.146425,-13053.263485,-13053.263485,-13150.950276,0.28269,0.28269,0.29809,0.16703,0.29809,0.16703
N0.HOG0023172,-7839.035363,-7839.035363,-7830.302409,-7830.302409,-7880.965045,0.34283,0.34283,0.36912,0.17039,0.36912,0.17038
N0.HOG0023173,-87808.207778,-79976.061068,-80186.798691,-80006.790109,-80729.325238,2,0.24322,0.24704,0.46236,0.26204,0.22885
N0.HOG0023175,-26602.507596,-26602.507596,-26599.871415,-26599.871415,-26882.621771,0.21068,0.21068,0.2174,0.1822,0.2174,0.1822
N0.HOG0023177,-39172.432427,-39172.432427,-39164.361213,-39164.361213,-39491.947541,0.24264,0.24264,0.25323,0.19384,0.25323,0.19384
N0.HOG0023178,-86311.256336,-86261.337999,-86208.81012,-86209.794435,-86789.506692,0.37373,0.30863,0.33555,0.22306,0.3347,0.23271
N0.HOG0023179,-36878.513534,-36878.513534,-36870.836959,-36870.836959,-37414.013912,0.18037,0.18037,0.18867,0.146,0.18867,0.146
N0.HOG0023183,-41006.971681,-41008.48196,-41004.242829,-41004.315288,-41651.909819,0.23477,0.23372,0.22735,0.25636,0.22596,0.25472
N0.HOG0023189,-72963.24851,-61102.939409,-60213.212588,-60222.505822,-61578.509716,2,0.10262,0.08976,0.09629,0.09317,0.07182
N0.HOG0023190,-151543.788201,-151543.788201,-151338.016592,-151338.016592,-152420.300567,0.30248,0.30248,0.32753,0.13273,0.32753,0.13273
N0.HOG0023191,-79466.857241,-79466.857156,-79274.603994,-79273.676095,-79938.437224,0.2461,0.24611,0.26358,0.04221,0.26227,0.04021
N0.HOG0023193,-44503.630774,-44503.630774,-44430.01845,-44430.01845,-45131.120544,0.27453,0.27453,0.31334,0.16386,0.31334,0.16386
N0.HOG0023196,-42909.144581,-42909.144599,-42846.004338,-42846.004345,-43385.46251,0.16414,0.16412,0.17501,0.06163,0.175,0.06162
N0.HOG0023198,-29845.13162,-30550.360383,-29867.236478,-31406.972503,-30221.821544,0.17742,0.30543,0.16837,0.11944,0.61375,1.29505
N0.HOG0023199,-11901.828296,-11901.828296,-11883.580088,-11883.580088,-12116.36734,0.10704,0.10704,0.11702,0.04159,0.11702,0.04158
N0.HOG0023200,-18302.786979,-18302.647321,-18299.52147,-18299.122304,-18548.887832,0.11073,0.1121,0.11305,0.08226,0.11524,0.08291
N0.HOG0023218,-26476.252201,-26333.20402,-26895.247116,-26272.323796,-26776.144492,0.12835,0.10975,0.1346,0.12693,0.10446,0.09641
N0.HOG0023220,-26409.211293,-26409.211293,-26400.760594,-26400.760594,-26813.316736,0.23956,0.23956,0.26142,0.19968,0.26142,0.19968
N0.HOG0023226,-37004.01389,-37004.01389,-37002.266086,-37002.266086,-37218.506632,0.24961,0.24961,0.2441,0.27549,0.2441,0.27549
N0.HOG0023230,-64878.434483,-64878.434483,-64833.657117,-64833.657119,-65569.316027,0.20757,0.20757,0.21997,0.1285,0.21997,0.1285
N0.HOG0023238,-37662.813056,-37662.813056,-37662.163941,-37662.163941,-38041.560409,0.19411,0.19411,0.19628,0.18185,0.19628,0.18185
N0.HOG0023242,-38324.125176,-37600.836746,-37441.431039,-40057.756401,-38981.389675,0.18468,0.14611,0.15539,0.02701,0.53377,0.46032
N0.HOG0023247,-9763.705395,-9547.39928,-10009.418983,-9554.111413,-9893.36019,0.07618,0.05703,0.05631,1.70254,0.04395,0.03596
N0.HOG0023255,-23156.272019,-22404.973822,-26329.246636,-23022.723241,-24819.877954,0.14457,0.13108,2.16747,1.67215,0.10458,0.31224
N0.HOG0023256,-86105.048878,-74671.035942,-75034.315265,-74540.955976,-77180.562945,2.00001,0.13624,0.11386,0.06422,0.19723,0.05526
N0.HOG0023258,-35580.646186,-35580.646187,-35575.52968,-35575.52968,-35882.275326,0.2603,0.2603,0.26904,0.21907,0.26904,0.2191
N0.HOG0023259,-31444.081533,-31444.081534,-31392.988026,-31392.988023,-32005.823206,0.20076,0.20076,0.22531,0.11203,0.2253,0.11204
N0.HOG0023261,-29444.43338,-29444.43338,-29438.579785,-29438.579785,-29798.844795,0.20136,0.20137,0.20912,0.16291,0.20912,0.16291
N0.HOG0023262,-16687.019402,-16687.019403,-16674.545422,-16674.545413,-16956.949759,0.11467,0.11467,0.12067,0.06302,0.12064,0.06296
N0.HOG0023263,-30063.102261,-30063.102261,-30056.786318,-30056.786318,-30183.903588,0.34829,0.34829,0.36307,0.26871,0.36307,0.26871
N0.HOG0023265,-47182.189364,-47182.189369,-47179.598601,-47179.5986,-47316.320023,0.3548,0.35481,0.36033,0.3059,0.36033,0.30584
N0.HOG0023267,-58085.880423,-58085.880423,-58012.514614,-58012.514614,-58941.685656,0.25238,0.25238,0.28819,0.1644,0.28819,0.1644
N0.HOG0023271,-15280.815063,-15280.815063,-15278.316467,-15278.316467,-15511.389409,0.14565,0.14565,0.15151,0.11858,0.15151,0.11857
N0.HOG0023275,-19707.873423,-19707.873421,-19706.237483,-19706.237482,-19792.435333,0.34321,0.34319,0.35306,0.29636,0.35305,0.29636
N0.HOG0023279,-94984.165671,-94984.161528,-94975.876062,-94975.876211,-95799.854936,0.18244,0.1824,0.18604,0.15165,0.18601,0.15184
N0.HOG0023282,-26813.721957,-26967.358664,-28391.90699,-27138.35644,-28144.885369,0.07397,0.06147,0.06867,8.83046,0.07608,0.40327
N0.HOG0023289,-58968.534477,-58968.534484,-58954.037281,-58954.038514,-59412.656988,0.24921,0.24921,0.25969,0.19344,0.25997,0.19359
N0.HOG0023291,-71689.049047,-71689.049051,-71686.087923,-71686.087905,-72340.80438,0.24447,0.24445,0.24907,0.22348,0.24907,0.22351
N0.HOG0023295,-52408.58693,-52423.343087,-53532.691792,-52412.055138,-53536.883187,0.19794,0.2145,0.23516,0.18629,0.19923,0.14373
N0.HOG0023300,-48651.250937,-48651.250947,-48642.839929,-48642.839932,-49436.594422,0.15784,0.15786,0.16499,0.12945,0.16498,0.12944
N0.HOG0023301,-132955.628216,-131005.167025,-137618.425518,-133259.725361,-131415.636505,0.3278,0.37048,2.33922,0.30681,0.32016,0.56314
N0.HOG0023312,-30474.367721,-30474.450353,-30461.615686,-30461.615793,-30683.063251,0.23614,0.23719,0.24607,0.15529,0.24609,0.15509
N0.HOG0023314,-57359.299724,-57359.299724,-57350.091704,-57350.091704,-57597.961527,0.2862,0.2862,0.29355,0.21779,0.29355,0.21779
N0.HOG0023318,-74136.580384,-68067.318202,-67059.922542,-66081.692089,-67253.263054,2.00766,0.50006,0.2513,0.13065,0.18753,0.11502
N0.HOG0023319,-53264.711931,-53154.915377,-53076.405524,-54997.778489,-56625.682609,0.22201,0.19011,0.20759,0.06464,0.37209,2.31609
N0.HOG0023321,-35415.197741,-34437.36682,-35263.814062,-34400.206244,-35692.976686,0.17432,0.13303,0.14153,1.52132,0.1406,0.0543
N0.HOG0023337,-55529.941252,-55529.941193,-55528.018173,-55528.018176,-55735.021318,0.29243,0.29236,0.28682,0.32065,0.28682,0.32068
N0.HOG0023339,-52102.410538,-52102.410538,-52022.111861,-52022.111867,-52445.1715,0.26171,0.2617,0.27829,0.09306,0.27829,0.09308
N0.HOG0023341,-64580.420145,-64580.420145,-64557.763807,-64557.763807,-65086.715924,0.24744,0.24743,0.26022,0.1775,0.26022,0.1775
N0.HOG0023350,-20190.39949,-20190.399496,-20165.310384,-20165.310384,-20601.233141,0.19338,0.19338,0.21776,0.12559,0.21775,0.12558
N0.HOG0023356,-38664.280705,-38664.280705,-38611.825147,-38611.825147,-39362.701121,0.15569,0.15569,0.17257,0.08092,0.17258,0.08092
N0.HOG0023363,-127879.140525,-127879.140525,-127818.952763,-127818.952763,-128499.483391,0.3596,0.3596,0.38285,0.25045,0.38285,0.25045
N0.HOG0023365,-43605.506039,-43605.50604,-43605.500198,-43605.500198,-43812.820621,0.28101,0.28101,0.28069,0.28265,0.28069,0.28264
N0.HOG0023368,-81487.542382,-81519.488083,-81481.159325,-81602.021346,-83067.078435,0.19586,0.17926,0.19507,0.17824,0.18412,0.15343
N0.HOG0023378,-46658.324308,-46658.33324,-46645.474279,-46645.506465,-48011.695189,0.07542,0.07527,0.08011,0.05656,0.08037,0.05661
N0.HOG0023385,-11161.816193,-11161.816193,-11151.185135,-11151.185135,-11245.601921,0.29079,0.29079,0.31227,0.16933,0.31227,0.16933
N0.HOG0023387,-59548.844499,-59548.844499,-59534.986334,-59534.986334,-59881.107988,0.37436,0.37435,0.39408,0.3056,0.39408,0.30561
N0.HOG0023393,-33536.98131,-33536.981306,-33516.532038,-33516.532071,-34236.054463,0.11772,0.11772,0.1278,0.07543,0.12781,0.07547
N0.HOG0023396,-42904.455033,-42904.455033,-42900.204145,-42900.204145,-43039.604603,0.26712,0.26712,0.27112,0.20673,0.27112,0.20672
N0.HOG0023407,-42617.109404,-42617.109404,-42597.494425,-42597.494425,-43597.386734,0.16112,0.16112,0.17495,0.1246,0.17495,0.12461
N0.HOG0023411,-119625.305323,-119625.305323,-119552.272304,-119552.272304,-120470.869984,0.24198,0.24198,0.25469,0.14807,0.25469,0.14807
N0.HOG0023415,-61484.96197,-61484.961957,-61473.019873,-61473.019899,-61843.096999,0.26977,0.26975,0.27803,0.20822,0.27797,0.20823
N0.HOG0023416,-84541.968526,-84541.968527,-84495.543279,-84495.543279,-85240.19938,0.23276,0.23276,0.24675,0.15293,0.24675,0.15293
N0.HOG0023417,-66795.144307,-66795.144307,-66760.33428,-66760.33428,-67521.97393,0.24085,0.24085,0.2571,0.17303,0.2571,0.17303
N0.HOG0023421,-20898.204176,-20898.204176,-20898.127644,-20898.127644,-21183.057432,0.14459,0.14459,0.14369,0.14856,0.14369,0.14856
N0.HOG0023425,-12879.095843,-12893.366767,-13233.915749,-12875.10705,-13325.596707,0.08435,0.0793,0.06852,0.04,0.08865,0.04494
N0.HOG0023438,-48218.759355,-48218.759355,-48200.374171,-48200.37417,-48546.138209,0.28895,0.28895,0.30294,0.20752,0.30294,0.20752
N0.HOG0023444,-41585.571483,-41585.571484,-41559.361807,-41559.361806,-41805.488622,0.30888,0.30888,0.33012,0.18929,0.33011,0.18928
N0.HOG0023446,-94827.70636,-94827.706724,-94789.978504,-94789.978455,-95473.703314,0.25129,0.25119,0.26116,0.16978,0.26114,0.16976
N0.HOG0023453,-17227.563508,-17162.358466,-17173.992759,-17155.974581,-17416.936759,0.18774,0.17687,0.20135,0.13552,0.1865,0.13551
N0.HOG0023456,-27901.312053,-27901.312053,-27832.077756,-27832.077756,-28460.128668,0.1696,0.1696,0.19337,0.0705,0.19337,0.0705
N0.HOG0023459,-27298.227883,-27298.227884,-27276.397803,-27276.397807,-27959.45781,0.14809,0.14809,0.1636,0.10063,0.16361,0.10063
N0.HOG0023468,-31882.113774,-31882.113774,-31872.115088,-31872.115088,-32414.141904,0.19249,0.19249,0.20431,0.15401,0.20431,0.15401
N0.HOG0023470,-63976.846538,-63968.976419,-65421.930949,-65576.574913,-66624.730156,0.06377,0.06264,0.09216,0.02506,0.06472,1.27794
N0.HOG0023473,-40423.229466,-40423.229466,-40419.385898,-40419.385898,-40757.358919,0.20487,0.20487,0.20929,0.17114,0.20929,0.17114
N0.HOG0023477,-106428.968749,-106428.969063,-106296.20851,-106296.208584,-107049.906295,0.30259,0.3026,0.32505,0.14023,0.32501,0.14025
N0.HOG0023480,-124865.30904,-124865.313494,-124705.666339,-124705.657642,-126250.748139,0.17577,0.17557,0.18951,0.07534,0.1894,0.07514
N0.HOG0023486,-39877.23384,-39877.23384,-39873.434329,-39873.434329,-40196.421084,0.19567,0.19567,0.18996,0.22504,0.18996,0.22504
N0.HOG0023496,-47652.716428,-47652.716201,-47639.775503,-47639.775921,-48148.224145,0.22596,0.22596,0.23542,0.17451,0.23556,0.1745
N0.HOG0023498,-47543.292169,-47543.292169,-47530.482993,-47530.482993,-48021.03232,0.18968,0.18968,0.19713,0.14197,0.19713,0.14197
N0.HOG0023501,-28796.375245,-28796.375245,-28770.484427,-28770.484427,-29085.70684,0.24497,0.24497,0.26229,0.14584,0.26229,0.14584
N0.HOG0023502,-94369.008283,-94369.008283,-94340.617605,-94340.617606,-94944.917065,0.25497,0.25497,0.26449,0.18242,0.26449,0.18243
N0.HOG0023506,-28984.865927,-28984.865927,-28984.508612,-28984.508612,-29220.539497,0.18453,0.18453,0.18602,0.17318,0.18602,0.17318
N0.HOG0023508,-41904.782839,-41699.520711,-42560.969643,-41823.628608,-42036.261932,0.42649,0.34416,0.29621,2.42772,0.40675,0.66724
N0.HOG0023510,-42000.835518,-42000.835519,-41976.603086,-41976.603021,-42966.44069,0.1411,0.1411,0.15167,0.10052,0.15166,0.10047
N0.HOG0023511,-34812.265841,-34812.265841,-34811.96002,-34811.96002,-35050.731541,0.27853,0.27853,0.28134,0.26762,0.28134,0.26764
N0.HOG0023521,-31724.851585,-31435.130029,-32180.412146,-31959.099441,-34591.692817,0.12022,0.10515,0.08188,1.74588,0.11451,1.16832
N0.HOG0023524,-10833.931725,-10743.786057,-10739.161458,-11874.530492,-11135.518037,0.04595,0.04212,0.04079,0.02264,0.4028,0.52872
N0.HOG0023531,-11658.827617,-11658.827617,-11656.19953,-11656.19953,-11773.077591,0.29434,0.29434,0.31041,0.24675,0.31041,0.24675
N0.HOG0023539,-34961.708252,-34960.709061,-34930.001785,-34929.98451,-35478.115249,0.14317,0.14145,0.15168,0.07675,0.15143,0.07543
N0.HOG0023541,-46905.271174,-46905.271175,-46904.884907,-46904.884894,-47570.481062,0.2013,0.2013,0.20347,0.1946,0.20345,0.19459
N0.HOG0023544,-101415.059544,-101415.060092,-101415.039234,-101415.039209,-101930.196274,0.26803,0.26796,0.2677,0.26992,0.26771,0.26992
N0.HOG0023545,-19142.410691,-19142.410691,-19136.678142,-19136.678142,-19430.958425,0.13771,0.13771,0.14339,0.10168,0.14339,0.10168
N0.HOG0023546,-23892.595559,-23892.59556,-23886.74321,-23886.743208,-24150.560281,0.1421,0.14209,0.14693,0.10147,0.14693,0.10149
N0.HOG0023553,-29020.567377,-29020.567434,-29016.288371,-29016.289223,-29325.72587,0.29949,0.2995,0.31399,0.26314,0.31415,0.26316
N0.HOG0023558,-87170.057634,-87170.060885,-87130.310516,-87130.299608,-87718.444997,0.23925,0.23907,0.24836,0.15032,0.24881,0.15009
N0.HOG0023559,-39040.556351,-39040.556352,-39033.675618,-39033.675615,-39255.638964,0.44601,0.44601,0.47768,0.39174,0.47767,0.39173
N0.HOG0023562,-27269.582222,-27269.582228,-27261.164236,-27261.164159,-27712.156046,0.22924,0.22924,0.24726,0.19056,0.24737,0.19057
N0.HOG0023565,-39197.353132,-39197.353132,-39184.003308,-39184.003308,-39392.902957,0.30904,0.30904,0.32676,0.22186,0.32676,0.22187
N0.HOG0023566,-28767.975625,-28767.975625,-28756.287266,-28756.287266,-28957.672138,0.26263,0.26263,0.27637,0.18306,0.27637,0.18306
N0.HOG0023569,-42079.42322,-42079.42322,-42066.568971,-42066.568971,-42576.830429,0.33153,0.33154,0.36512,0.28601,0.36513,0.28601
N0.HOG0023572,-42711.423352,-42163.162178,-49156.541817,-42213.195451,-42535.594511,0.07625,0.10341,1.79884,1.9617,0.10945,0.04413
N0.HOG0023581,-38859.438618,-38448.199614,-38825.224936,-41010.937424,-39201.918421,0.12619,0.15814,0.20396,0.13785,0.40503,0.54882
N0.HOG0023586,-82256.42608,-82256.426081,-82209.735903,-82209.735902,-82633.150945,0.20896,0.20896,0.2154,0.09708,0.2154,0.09708
N0.HOG0023587,-46283.409086,-46283.410765,-46266.697703,-46266.70814,-47637.888891,0.14283,0.14289,0.15446,0.11618,0.15394,0.11572
N0.HOG0023590,-96664.239913,-96575.348738,-98388.563185,-96586.107959,-97551.738347,0.23621,0.21458,0.21925,2.18076,0.21967,0.10649
N0.HOG0023591,-38952.092858,-38952.092858,-38949.641958,-38949.641958,-39223.547015,0.2751,0.2751,0.28095,0.24435,0.28095,0.24435
N0.HOG0023593,-103655.293884,-103655.293884,-103652.900061,-103652.90006,-104118.8356,0.21024,0.21024,0.21233,0.18831,0.21233,0.18831
N0.HOG0023595,-48554.129374,-48554.129374,-48552.057141,-48552.057141,-48771.145236,0.2168,0.2168,0.21944,0.18778,0.21944,0.18778
N0.HOG0023597,-45169.625585,-40300.128652,-40343.86598,-41308.243899,-41304.396366,2.00012,0.18932,0.19315,0.22759,0.18659,2.18119
N0.HOG0023599,-86603.598296,-86603.590867,-86514.756136,-86515.080943,-87790.33886,0.15118,0.15118,0.16163,0.07757,0.16142,0.07591
N0.HOG0023601,-98716.583136,-98061.283684,-97370.857142,-100095.262591,-99046.67607,0.26773,0.20929,0.23364,0.09915,0.46416,0.06566
N0.HOG0023610,-26148.386273,-26148.075515,-26130.75331,-26131.38427,-27049.562179,0.06736,0.06808,0.07663,0.04119,0.07646,0.04099
N0.HOG0023619,-50870.884211,-50870.884211,-50855.643482,-50855.643482,-51043.365759,0.29675,0.29675,0.27936,0.37492,0.27936,0.37492
N0.HOG0023627,-106507.20318,-106507.20318,-106497.029256,-106497.029256,-106847.156515,0.35633,0.35633,0.36513,0.29602,0.36513,0.29602
N0.HOG0023628,-42171.640446,-42171.640478,-42157.044102,-42157.044054,-42780.65465,0.21257,0.21256,0.22602,0.16752,0.22601,0.16749
N0.HOG0023631,-117061.229533,-117061.229533,-117046.579435,-117046.579436,-117763.860778,0.27657,0.27658,0.28417,0.22838,0.28417,0.22838
N0.HOG0023632,-223630.230951,-223630.230951,-223359.9764,-223359.9764,-225002.91298,0.28537,0.28537,0.30584,0.12931,0.30584,0.12931
N0.HOG0023633,-57507.666273,-57507.666273,-57498.620494,-57498.620494,-57994.587012,0.31753,0.31753,0.33122,0.27324,0.33122,0.27325
N0.HOG0023634,-33773.31906,-33773.31906,-33750.659273,-33750.659273,-34260.391449,0.29803,0.29803,0.33588,0.23092,0.33588,0.23092
N0.HOG0023636,-14429.725709,-14325.208254,-14325.719346,-14328.989937,-14573.331044,0.13944,0.12942,0.12439,0.11081,0.12572,0.08641
N0.HOG0023647,-39921.608277,-39921.608277,-39919.424491,-39919.424491,-40116.771116,0.31465,0.31465,0.32343,0.28147,0.32343,0.28147
